NAICS,Industry,Direct Sales,Indirect Sales,Induced Sales,Direct Jobs,Indirect Jobs,Induced Jobs,Direct Earnings,Indirect Earnings,Induced Earnings,Direct Value Added,Indirect Value Added,Induced Value Added,Value Added To Sales,Jobs To Sales,Earnings To Sales,Total Sales,Total Jobs,Total Earnings
312111,Soft Drink Manufacturing,0.0139,0.0006,0.0579,0.0445,0.0023,0.0386,0.0257,0.0012,0.0300,0.0228,0.0010,0.1433,0.3227,0.0000,0.1886,1.0725,1.0854,1.0569
312112,Bottled Water Manufacturing,0.0140,0.0006,0.0579,0.0715,0.0037,0.0612,0.0260,0.0012,0.0299,0.0230,0.0010,0.1436,0.3222,0.0000,0.1880,1.0725,1.1364,1.0571
312113,Ice Manufacturing,0.0143,0.0006,0.0581,0.0381,0.0020,0.0324,0.0264,0.0012,0.0303,0.0234,0.0010,0.1438,0.3225,0.0000,0.1881,1.0730,1.0724,1.0579
312120,Breweries,0.0216,0.0015,0.1490,0.0430,0.0049,0.1176,0.0381,0.0034,0.1713,0.0227,0.0018,0.2167,0.4691,0.0000,0.1605,1.1721,1.1655,1.2128
312130,Wineries,0.0390,0.0034,0.1013,0.0767,0.0104,0.0614,0.0483,0.0053,0.0640,0.0428,0.0045,0.1696,0.4413,0.0000,0.2252,1.1437,1.1486,1.1176
312140,Distilleries,0.0183,0.0009,0.2509,0.1083,0.0111,1.1212,0.0502,0.0039,0.8215,0.0179,0.0010,0.2657,0.5330,0.0000,0.0845,1.2701,2.2406,1.8756
312230,Tobacco Manufacturing,0.0158,0.0011,0.3400,0.8098,0.0857,6.8591,0.1815,0.0141,2.4379,0.0110,0.0008,0.3100,0.7395,0.0000,0.0263,1.3569,8.7546,3.6336
313110,"Fiber, Yarn, and Thread Mills",0.0505,0.0045,0.0283,0.2277,0.0317,0.0757,0.0663,0.0077,0.0396,0.1034,0.0114,0.0715,0.2327,0.0000,0.1986,1.0832,1.3351,1.1136
313210,Broadwoven Fabric Mills,0.0143,0.0007,0.0394,0.0268,0.0016,0.0264,0.0216,0.0011,0.0321,0.0234,0.0013,0.0839,0.3212,0.0000,0.2476,1.0545,1.0548,1.0547
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,0.0148,0.0007,0.0386,0.0197,0.0011,0.0179,0.0223,0.0011,0.0309,0.0243,0.0013,0.0825,0.3212,0.0000,0.2494,1.0541,1.0387,1.0542
313230,Nonwoven Fabric Mills,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
313240,Knit Fabric Mills,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
313310,Textile and Fabric Finishing Mills,0.0120,0.0006,0.0267,0.0259,0.0015,0.0248,0.0171,0.0008,0.0246,0.0197,0.0010,0.0519,0.3213,0.0000,0.2780,1.0393,1.0523,1.0426
313320,Fabric Coating Mills,0.0124,0.0006,0.0266,0.0189,0.0011,0.0177,0.0175,0.0008,0.0248,0.0201,0.0010,0.0516,0.3212,0.0000,0.2781,1.0396,1.0377,1.0431
314110,Carpet and Rug Mills,0.0064,0.0003,0.0626,0.0205,0.0012,0.0606,0.0104,0.0005,0.0441,0.0096,0.0004,0.1376,0.3379,0.0000,0.2011,1.0693,1.0823,1.0551
314120,Curtain and Linen Mills,0.0134,0.0009,0.0376,0.0148,0.0015,0.0164,0.0156,0.0012,0.0253,0.0175,0.0013,0.0686,0.3738,0.0000,0.3039,1.0519,1.0328,1.0421
314910,Textile Bag and Canvas Mills,0.0107,0.0006,0.0413,0.0137,0.0012,0.0183,0.0100,0.0007,0.0188,0.0114,0.0007,0.0650,0.4604,0.0000,0.3795,1.0526,1.0332,1.0294
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",0.0095,0.0006,0.0416,0.0153,0.0013,0.0221,0.0091,0.0006,0.0189,0.0101,0.0007,0.0656,0.4600,0.0000,0.3781,1.0516,1.0387,1.0286
314999,All Other Miscellaneous Textile Product Mills,0.0101,0.0006,0.0416,0.0083,0.0007,0.0117,0.0095,0.0006,0.0189,0.0108,0.0007,0.0656,0.4603,0.0000,0.3786,1.0523,1.0207,1.0291
315120,Apparel Knitting Mills,0.0368,0.0024,0.0620,0.0132,0.0018,0.0135,0.0166,0.0020,0.0218,0.0301,0.0021,0.0782,0.5801,0.0000,0.4622,1.1012,1.0285,1.0404
315210,Cut and Sew Apparel Contractors,0.0364,0.0024,0.0591,0.0153,0.0021,0.0151,0.0164,0.0019,0.0206,0.0299,0.0021,0.0748,0.5789,0.0000,0.4672,1.0979,1.0325,1.0389
315250,Cut and Sew Apparel Manufacturing (except Contractors),0.0365,0.0024,0.0590,0.0216,0.0029,0.0207,0.0166,0.0019,0.0206,0.0301,0.0021,0.0747,0.5789,0.0000,0.4674,1.0979,1.0452,1.0391
315990,Apparel Accessories and Other Apparel Manufacturing,0.0362,0.0024,0.0601,0.0117,0.0016,0.0117,0.0165,0.0019,0.0212,0.0299,0.0021,0.0760,0.5779,0.0000,0.4640,1.0987,1.0250,1.0397
316110,Leather and Hide Tanning and Finishing,0.0950,0.0062,0.0861,0.2341,0.0420,0.1374,0.0529,0.0081,0.0369,0.0989,0.0070,0.1517,0.4401,0.0000,0.2729,1.1873,1.4135,1.0978
316210,Footwear Manufacturing,0.0952,0.0061,0.0872,0.0733,0.0126,0.0422,0.0544,0.0081,0.0378,0.0996,0.0070,0.1542,0.4391,0.0000,0.2696,1.1886,1.1281,1.1003
316990,Other Leather and Allied Product Manufacturing,0.0942,0.0061,0.0858,0.0476,0.0084,0.0273,0.0528,0.0080,0.0366,0.0985,0.0070,0.1518,0.4388,0.0000,0.2718,1.1862,1.0832,1.0974
321113,Sawmills,0.0407,0.0035,0.0737,0.2421,0.0829,0.1028,0.0879,0.0151,0.0388,0.0588,0.0082,0.1852,0.3253,0.0000,0.1526,1.1179,1.4278,1.1418
321114,Wood Preservation,0.0412,0.0035,0.0738,0.3093,0.1034,0.1286,0.0892,0.0152,0.0391,0.0595,0.0082,0.1857,0.3250,0.0000,0.1520,1.1185,1.5413,1.1435
321211,Hardwood Veneer and Plywood Manufacturing,0.0199,0.0012,0.1022,0.0200,0.0037,0.0199,0.0344,0.0038,0.0376,0.0220,0.0019,0.1982,0.4298,0.0000,0.1789,1.1234,1.0436,1.0758
321212,Softwood Veneer and Plywood Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
321215,Engineered Wood Member Manufacturing,0.0196,0.0012,0.1010,0.0354,0.0067,0.0358,0.0334,0.0038,0.0369,0.0216,0.0019,0.1964,0.4285,0.0000,0.1808,1.1218,1.0779,1.0741
321219,Reconstituted Wood Product Manufacturing,0.0199,0.0012,0.1033,0.0432,0.0080,0.0434,0.0348,0.0039,0.0384,0.0219,0.0019,0.2005,0.4295,0.0000,0.1757,1.1244,1.0947,1.0771
321911,Wood Window and Door Manufacturing,0.0245,0.0013,0.0803,0.0305,0.0044,0.0272,0.0305,0.0027,0.0284,0.0264,0.0018,0.1607,0.4106,0.0000,0.2196,1.1061,1.0621,1.0617
321912,"Cut Stock, Resawing Lumber, and Planing",0.0246,0.0013,0.0814,0.0092,0.0013,0.0080,0.0311,0.0027,0.0287,0.0265,0.0018,0.1628,0.4112,0.0000,0.2168,1.1073,1.0185,1.0625
321918,Other Millwork (including Flooring),0.0247,0.0013,0.0814,0.0303,0.0043,0.0270,0.0311,0.0027,0.0289,0.0265,0.0018,0.1626,0.4116,0.0000,0.2179,1.1074,1.0616,1.0627
321920,Wood Container and Pallet Manufacturing,0.0233,0.0012,0.0454,0.0261,0.0029,0.0181,0.0259,0.0020,0.0197,0.0301,0.0019,0.1019,0.3525,0.0000,0.2535,1.0698,1.0471,1.0475
321991,Manufactured Home (Mobile Home) Manufacturing,0.0234,0.0012,0.0457,0.0203,0.0023,0.0142,0.0261,0.0020,0.0202,0.0303,0.0019,0.1023,0.3526,0.0000,0.2531,1.0704,1.0369,1.0484
321992,Prefabricated Wood Building Manufacturing,0.0234,0.0012,0.0454,0.0286,0.0032,0.0198,0.0260,0.0020,0.0198,0.0303,0.0019,0.1018,0.3525,0.0000,0.2538,1.0700,1.0516,1.0479
321999,All Other Miscellaneous Wood Product Manufacturing,0.0234,0.0012,0.0455,0.0310,0.0035,0.0213,0.0261,0.0020,0.0198,0.0303,0.0019,0.1023,0.3525,0.0000,0.2531,1.0701,1.0558,1.0479
322110,Pulp Mills,0.0333,0.0018,0.1234,0.2352,0.0296,0.1355,0.1299,0.0113,0.0993,0.0420,0.0032,0.2614,0.3891,0.0000,0.0873,1.1585,1.4003,1.2405
322120,Paper Mills,0.0162,0.0007,0.1041,0.0505,0.0041,0.0608,0.0288,0.0018,0.0444,0.0188,0.0010,0.1960,0.4345,0.0000,0.1828,1.1210,1.1154,1.0750
322130,Paperboard Mills,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
322211,Corrugated and Solid Fiber Box Manufacturing,0.0146,0.0007,0.0588,0.0471,0.0024,0.0394,0.0289,0.0013,0.0368,0.0241,0.0011,0.1410,0.3218,0.0000,0.1899,1.0740,1.0889,1.0670
322212,Folding Paperboard Box Manufacturing,0.0146,0.0007,0.0585,0.0280,0.0014,0.0235,0.0287,0.0013,0.0368,0.0239,0.0011,0.1401,0.3219,0.0000,0.1908,1.0738,1.0529,1.0668
322219,Other Paperboard Container Manufacturing,0.0146,0.0007,0.0595,0.0409,0.0020,0.0344,0.0292,0.0013,0.0375,0.0240,0.0011,0.1429,0.3218,0.0000,0.1880,1.0748,1.0773,1.0680
322220,Paper Bag and Coated and Treated Paper Manufacturing,0.0114,0.0005,0.0790,0.0251,0.0013,0.0335,0.0187,0.0008,0.0341,0.0143,0.0006,0.1556,0.4063,0.0000,0.2207,1.0909,1.0599,1.0536
322230,Stationery Product Manufacturing,0.0159,0.0007,0.0364,0.0297,0.0017,0.0227,0.0262,0.0013,0.0284,0.0281,0.0013,0.0882,0.2944,0.0000,0.2223,1.0530,1.0542,1.0558
322291,Sanitary Paper Product Manufacturing,0.0109,0.0004,0.0794,0.0212,0.0010,0.0320,0.0149,0.0006,0.0312,0.0125,0.0005,0.1431,0.4410,0.0000,0.2565,1.0908,1.0542,1.0467
322299,All Other Converted Paper Product Manufacturing,0.0158,0.0008,0.0789,0.0255,0.0017,0.0264,0.0212,0.0011,0.0284,0.0188,0.0009,0.1401,0.4511,0.0000,0.2679,1.0955,1.0536,1.0506
323111,Commercial Printing (except Screen and Books),0.0208,0.0011,0.0783,0.0371,0.0026,0.0277,0.0227,0.0013,0.0244,0.0213,0.0012,0.1208,0.5138,0.0000,0.3360,1.1002,1.0674,1.0485
323113,Commercial Screen Printing,0.0207,0.0011,0.0785,0.0243,0.0017,0.0182,0.0227,0.0013,0.0247,0.0213,0.0012,0.1210,0.5134,0.0000,0.3354,1.1003,1.0442,1.0488
323117,Books Printing,0.0209,0.0011,0.0788,0.0174,0.0012,0.0132,0.0227,0.0013,0.0247,0.0213,0.0012,0.1215,0.5138,0.0000,0.3348,1.1008,1.0318,1.0487
323120,Support Activities for Printing,0.0272,0.0017,0.0403,0.0286,0.0030,0.0161,0.0198,0.0014,0.0141,0.0253,0.0016,0.0490,0.5951,0.0000,0.5230,1.0692,1.0476,1.0353
324110,Petroleum Refineries,0.0091,0.0002,0.1068,0.3632,0.0085,0.6625,0.1187,0.0030,0.2721,0.0183,0.0004,0.3068,0.2915,0.0000,0.0230,1.1161,2.0341,1.3937
324121,Asphalt Paving Mixture and Block Manufacturing,0.0223,0.0008,0.0813,0.1116,0.0054,0.1008,0.0519,0.0024,0.0679,0.0421,0.0014,0.2055,0.3105,0.0000,0.1249,1.1045,1.2179,1.1222
324122,Asphalt Shingle and Coating Materials Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
324191,Petroleum Lubricating Oil and Grease Manufacturing,0.0118,0.0003,0.1546,0.0891,0.0036,0.2050,0.0393,0.0016,0.1086,0.0164,0.0004,0.2797,0.4664,0.0000,0.0767,1.1667,1.2977,1.1495
324199,All Other Petroleum and Coal Products Manufacturing,0.0120,0.0003,0.1554,0.0965,0.0039,0.2186,0.0412,0.0017,0.1112,0.0166,0.0004,0.2806,0.4671,0.0000,0.0753,1.1677,1.3191,1.1540
325110,Petrochemical Manufacturing,0.0059,0.0002,0.1851,0.2478,0.0066,0.9568,0.0273,0.0009,0.1689,0.0063,0.0002,0.2860,0.5360,0.0000,0.0728,1.1913,2.2112,1.1972
325120,Industrial Gas Manufacturing,0.0249,0.0010,0.0846,0.1323,0.0055,0.1129,0.0317,0.0014,0.0444,0.0314,0.0013,0.1410,0.4477,0.0000,0.2659,1.1106,1.2507,1.0774
325130,Synthetic Dye and Pigment Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
325180,Other Basic Inorganic Chemical Manufacturing,0.0175,0.0007,0.1681,0.0929,0.0040,0.1355,0.0381,0.0016,0.0796,0.0170,0.0007,0.2436,0.5667,0.0000,0.1542,1.1863,1.2324,1.1192
325193,Ethyl Alcohol Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",0.0375,0.0028,0.1337,0.1134,0.0126,0.0773,0.2041,0.0186,0.2134,0.0508,0.0045,0.2915,0.3704,0.0000,0.0518,1.1740,1.2032,1.4360
325199,All Other Basic Organic Chemical Manufacturing,0.0373,0.0028,0.1329,0.2622,0.0292,0.1784,0.1974,0.0181,0.2051,0.0505,0.0045,0.2903,0.3701,0.0000,0.0532,1.1730,1.4698,1.4205
325211,Plastics Material and Resin Manufacturing,0.0071,0.0003,0.1040,0.1223,0.0041,0.2929,0.0322,0.0012,0.1241,0.0120,0.0004,0.2532,0.3273,0.0000,0.0773,1.1113,1.4193,1.1575
325212,Synthetic Rubber Manufacturing,0.0074,0.0003,0.0643,0.0223,0.0009,0.0508,0.0121,0.0005,0.0400,0.0110,0.0004,0.1271,0.3741,0.0000,0.2346,1.0720,1.0741,1.0526
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,0.0074,0.0003,0.0630,0.0333,0.0014,0.0758,0.0120,0.0005,0.0394,0.0111,0.0004,0.1242,0.3737,0.0000,0.2378,1.0707,1.1106,1.0518
325311,Nitrogenous Fertilizer Manufacturing,0.0489,0.0024,0.1758,0.0579,0.0035,0.0630,0.0659,0.0038,0.0906,0.0487,0.0024,0.2575,0.5601,0.0000,0.1429,1.2271,1.1245,1.1604
325312,Phosphatic Fertilizer Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
325314,Fertilizer (Mixing Only) Manufacturing,0.0489,0.0024,0.1759,0.0913,0.0056,0.1000,0.0659,0.0038,0.0902,0.0487,0.0024,0.2577,0.5603,0.0000,0.1429,1.2272,1.1970,1.1599
325315,Compost Manufacturing,0.0490,0.0024,0.1746,0.0435,0.0027,0.0467,0.0652,0.0038,0.0859,0.0489,0.0024,0.2566,0.5603,0.0000,0.1447,1.2261,1.0929,1.1549
325320,Pesticide and Other Agricultural Chemical Manufacturing,0.0058,0.0002,0.1603,0.0407,0.0023,0.2121,0.0167,0.0008,0.1105,0.0064,0.0003,0.2625,0.5018,0.0000,0.1047,1.1664,1.2552,1.1281
325411,Medicinal and Botanical Manufacturing,0.0090,0.0007,0.1149,0.0135,0.0015,0.0298,0.0128,0.0010,0.0355,0.0086,0.0007,0.1747,0.5372,0.0000,0.2590,1.1245,1.0448,1.0493
325412,Pharmaceutical Preparation Manufacturing,0.0041,0.0003,0.2056,0.0183,0.0022,0.1554,0.0097,0.0008,0.1013,0.0032,0.0002,0.2483,0.6701,0.0000,0.1670,1.2100,1.1760,1.1118
325413,In-Vitro Diagnostic Substance Manufacturing,0.0051,0.0004,0.1644,0.0258,0.0032,0.1313,0.0101,0.0008,0.0573,0.0044,0.0003,0.2263,0.6023,0.0000,0.1932,1.1699,1.1603,1.0682
325414,Biological Product (except Diagnostic) Manufacturing,0.0047,0.0003,0.2191,0.0523,0.0040,0.2960,0.0136,0.0009,0.1055,0.0035,0.0002,0.2675,0.6819,0.0000,0.1310,1.2241,1.3523,1.1200
325510,Paint and Coating Manufacturing,0.0041,0.0002,0.1351,0.0152,0.0009,0.0940,0.0102,0.0005,0.0779,0.0047,0.0002,0.2330,0.4705,0.0000,0.1402,1.1393,1.1101,1.0886
325520,Adhesive Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
325611,Soap and Other Detergent Manufacturing,0.0079,0.0004,0.1897,0.0250,0.0017,0.0965,0.0176,0.0010,0.0880,0.0068,0.0003,0.2527,0.6200,0.0000,0.1485,1.1979,1.1232,1.1066
325612,Polish and Other Sanitation Good Manufacturing,0.0079,0.0004,0.1913,0.0198,0.0013,0.0761,0.0181,0.0010,0.0903,0.0069,0.0003,0.2547,0.6208,0.0000,0.1448,1.1996,1.0972,1.1095
325613,Surface Active Agent Manufacturing,0.0077,0.0004,0.1915,0.0258,0.0017,0.0989,0.0181,0.0010,0.0902,0.0067,0.0003,0.2554,0.6207,0.0000,0.1435,1.1996,1.1264,1.1093
325620,Toilet Preparation Manufacturing,0.0072,0.0004,0.2151,0.0263,0.0024,0.1252,0.0238,0.0015,0.1328,0.0060,0.0003,0.2767,0.6449,0.0000,0.1060,1.2228,1.1539,1.1581
325910,Printing Ink Manufacturing,0.0067,0.0004,0.0820,0.0641,0.0048,0.1946,0.0133,0.0008,0.0516,0.0096,0.0005,0.1690,0.3742,0.0000,0.1858,1.0890,1.2635,1.0657
325920,Explosives Manufacturing,0.0112,0.0005,0.1159,0.0663,0.0038,0.1503,0.0216,0.0011,0.0655,0.0143,0.0006,0.2100,0.4404,0.0000,0.1648,1.1275,1.2203,1.0881
325991,Custom Compounding of Purchased Resins,0.0112,0.0005,0.1162,0.0307,0.0018,0.0698,0.0217,0.0011,0.0657,0.0143,0.0006,0.2104,0.4408,0.0000,0.1640,1.1279,1.1023,1.0885
325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",0.0113,0.0005,0.1145,0.0351,0.0020,0.0769,0.0210,0.0010,0.0610,0.0142,0.0006,0.2064,0.4442,0.0000,0.1711,1.1263,1.1140,1.0830
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,0.0111,0.0005,0.1163,0.0370,0.0021,0.0853,0.0215,0.0011,0.0665,0.0142,0.0006,0.2107,0.4403,0.0000,0.1637,1.1280,1.1244,1.0890
326111,Plastics Bag and Pouch Manufacturing,0.0086,0.0004,0.0521,0.0219,0.0011,0.0259,0.0173,0.0008,0.0296,0.0152,0.0007,0.1379,0.2999,0.0000,0.1796,1.0610,1.0489,1.0477
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,0.0087,0.0004,0.0527,0.0311,0.0015,0.0364,0.0177,0.0008,0.0300,0.0153,0.0007,0.1394,0.2999,0.0000,0.1781,1.0617,1.0689,1.0484
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,0.0086,0.0004,0.0520,0.0214,0.0010,0.0256,0.0173,0.0008,0.0299,0.0151,0.0007,0.1376,0.2995,0.0000,0.1794,1.0610,1.0480,1.0479
326121,Unlaminated Plastics Profile Shape Manufacturing,0.0094,0.0004,0.0685,0.0306,0.0015,0.0371,0.0176,0.0008,0.0303,0.0139,0.0006,0.1555,0.3577,0.0000,0.1946,1.0783,1.0691,1.0487
326122,Plastics Pipe and Pipe Fitting Manufacturing,0.0091,0.0004,0.0686,0.0289,0.0014,0.0367,0.0172,0.0008,0.0312,0.0136,0.0006,0.1549,0.3578,0.0000,0.1952,1.0782,1.0671,1.0492
326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.0101,0.0005,0.0473,0.0171,0.0011,0.0199,0.0116,0.0007,0.0181,0.0129,0.0007,0.0889,0.4158,0.0000,0.3123,1.0580,1.0380,1.0303
326140,Polystyrene Foam Product Manufacturing,0.0117,0.0006,0.0342,0.0302,0.0020,0.0235,0.0204,0.0011,0.0222,0.0220,0.0011,0.0949,0.2758,0.0000,0.2027,1.0465,1.0557,1.0437
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,0.0098,0.0005,0.0417,0.0228,0.0016,0.0253,0.0160,0.0009,0.0232,0.0172,0.0009,0.1085,0.3007,0.0000,0.2080,1.0521,1.0497,1.0402
326160,Plastics Bottle Manufacturing,0.0120,0.0007,0.0414,0.0305,0.0022,0.0230,0.0215,0.0012,0.0230,0.0208,0.0012,0.1094,0.2969,0.0000,0.2047,1.0541,1.0557,1.0457
326191,Plastics Plumbing Fixture Manufacturing,0.0120,0.0006,0.0565,0.0366,0.0022,0.0343,0.0213,0.0011,0.0276,0.0187,0.0009,0.1356,0.3329,0.0000,0.2022,1.0691,1.0731,1.0500
326199,All Other Plastics Product Manufacturing,0.0118,0.0006,0.0563,0.0315,0.0019,0.0297,0.0209,0.0011,0.0269,0.0185,0.0009,0.1356,0.3328,0.0000,0.2022,1.0687,1.0631,1.0489
326211,Tire Manufacturing (except Retreading),0.0152,0.0009,0.0609,0.0318,0.0046,0.0409,0.0248,0.0023,0.0475,0.0227,0.0018,0.1262,0.3429,0.0000,0.2166,1.0770,1.0774,1.0746
326212,Tire Retreading,0.0153,0.0009,0.0603,0.0238,0.0034,0.0304,0.0250,0.0023,0.0476,0.0229,0.0018,0.1242,0.3429,0.0000,0.2185,1.0765,1.0575,1.0749
326220,Rubber and Plastics Hoses and Belting Manufacturing,0.0114,0.0006,0.0422,0.0241,0.0017,0.0250,0.0135,0.0008,0.0186,0.0153,0.0008,0.0820,0.3941,0.0000,0.3045,1.0541,1.0509,1.0329
326291,Rubber Product Manufacturing for Mechanical Use,0.0130,0.0007,0.0613,0.0246,0.0026,0.0245,0.0221,0.0016,0.0288,0.0190,0.0013,0.1371,0.3556,0.0000,0.2141,1.0750,1.0517,1.0525
326299,All Other Rubber Product Manufacturing,0.0130,0.0007,0.0612,0.0303,0.0032,0.0297,0.0221,0.0016,0.0282,0.0190,0.0013,0.1372,0.3556,0.0000,0.2140,1.0748,1.0632,1.0520
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",0.0198,0.0009,0.0693,0.0179,0.0009,0.0157,0.0211,0.0009,0.0239,0.0213,0.0009,0.1072,0.5017,0.0000,0.3500,1.0899,1.0345,1.0459
327120,Clay Building Material and Refractories Manufacturing,0.0198,0.0009,0.0690,0.0570,0.0027,0.0490,0.0212,0.0009,0.0239,0.0214,0.0009,0.1065,0.5018,0.0000,0.3499,1.0897,1.1087,1.0460
327211,Flat Glass Manufacturing,0.0201,0.0009,0.0980,0.0258,0.0013,0.0220,0.0311,0.0013,0.0352,0.0229,0.0010,0.1684,0.4713,0.0000,0.2386,1.1189,1.0491,1.0677
327212,Other Pressed and Blown Glass and Glassware Manufacturing,0.0201,0.0009,0.0977,0.0641,0.0031,0.0541,0.0311,0.0013,0.0349,0.0230,0.0010,0.1680,0.4716,0.0000,0.2395,1.1187,1.1213,1.0673
327213,Glass Container Manufacturing,0.0200,0.0009,0.0977,0.1235,0.0061,0.1054,0.0308,0.0013,0.0349,0.0229,0.0010,0.1681,0.4716,0.0000,0.2393,1.1187,1.2349,1.0671
327215,Glass Product Manufacturing Made of Purchased Glass,0.0200,0.0009,0.0976,0.0432,0.0021,0.0371,0.0307,0.0013,0.0347,0.0229,0.0010,0.1679,0.4714,0.0000,0.2395,1.1184,1.0825,1.0668
327310,Cement Manufacturing,0.0224,0.0007,0.1671,0.0984,0.0034,0.1073,0.0459,0.0016,0.0655,0.0213,0.0007,0.2389,0.5811,0.0000,0.1677,1.1903,1.2091,1.1131
327320,Ready-Mix Concrete Manufacturing,0.0258,0.0010,0.0669,0.0659,0.0033,0.0441,0.0386,0.0017,0.0329,0.0370,0.0015,0.1379,0.3785,0.0000,0.2295,1.0938,1.1132,1.0731
327331,Concrete Block and Brick Manufacturing,0.0227,0.0009,0.0971,0.0445,0.0021,0.0395,0.0269,0.0011,0.0316,0.0227,0.0009,0.1461,0.5291,0.0000,0.3043,1.1208,1.0861,1.0597
327332,Concrete Pipe Manufacturing,0.0231,0.0010,0.0981,0.0497,0.0023,0.0438,0.0275,0.0012,0.0326,0.0230,0.0010,0.1473,0.5289,0.0000,0.3021,1.1221,1.0958,1.0612
327390,Other Concrete Product Manufacturing,0.0219,0.0009,0.0892,0.0365,0.0020,0.0313,0.0261,0.0012,0.0283,0.0224,0.0010,0.1429,0.5020,0.0000,0.2940,1.1121,1.0698,1.0556
327410,Lime Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
327420,Gypsum Product Manufacturing,0.0128,0.0005,0.1487,0.0643,0.0027,0.1257,0.0266,0.0011,0.0642,0.0134,0.0005,0.2354,0.5236,0.0000,0.1553,1.1619,1.1926,1.0919
327910,Abrasive Product Manufacturing,0.0084,0.0004,0.2089,0.0216,0.0010,0.0676,0.0186,0.0008,0.0737,0.0065,0.0003,0.2520,0.6947,0.0000,0.1684,1.2177,1.0901,1.0931
327991,Cut Stone and Stone Product Manufacturing,0.0245,0.0012,0.0430,0.0239,0.0016,0.0153,0.0231,0.0012,0.0189,0.0285,0.0014,0.0667,0.4681,0.0000,0.3859,1.0687,1.0408,1.0432
327992,Ground or Treated Mineral and Earth Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
327993,Mineral Wool Manufacturing,0.0162,0.0006,0.1251,0.0168,0.0007,0.0216,0.0258,0.0010,0.0423,0.0165,0.0007,0.1946,0.5280,0.0000,0.2240,1.1420,1.0391,1.0691
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,0.0262,0.0012,0.1305,0.0844,0.0049,0.0791,0.0487,0.0024,0.0568,0.0283,0.0013,0.2144,0.4963,0.0000,0.1818,1.1579,1.1684,1.1079
331110,Iron and Steel Mills and Ferroalloy Manufacturing,0.0929,0.0038,0.0665,0.6799,0.0368,0.1315,0.4066,0.0188,0.0923,0.2327,0.0096,0.2477,0.2112,0.0000,0.0736,1.1631,1.8482,1.5177
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,0.0112,0.0005,0.0405,0.0523,0.0027,0.0560,0.0197,0.0009,0.0266,0.0196,0.0009,0.1127,0.2772,0.0000,0.1880,1.0522,1.1110,1.0472
331221,Rolled Steel Shape Manufacturing,0.0112,0.0005,0.0400,0.0261,0.0013,0.0278,0.0195,0.0009,0.0263,0.0196,0.0009,0.1112,0.2772,0.0000,0.1893,1.0517,1.0553,1.0468
